product_id_values,avg_review,main_categories,total_quantity_sold,Revenue_2016,Revenue_2017,Revenue_2018,product_lifecycle,sellers_inolved,transaction_value,total_customers_bought
P26037,1,"Sports, Toys & Leisure",1,267,0,0,only one year,1,299.84,1
P14101,5,"Construction tools ,arts & Others",1,0,285,0,only one year,1,301.16,1
P10986,5,Home & Furniture,1,0,0,286,only one year,1,301.36,1
P23061,3,"Construction tools ,arts & Others",1,0,299,0,only one year,1,301.4,1
P27860,5,Home & Furniture,1,0,274.9,0,only one year,1,301.66,1
P14068,5,"Sports, Toys & Leisure",1,0,285,0,only one year,1,301.75,1
P18714,5,"Construction tools ,arts & Others",1,0,0,277.47,only one year,1,301.95,1
P28541,5,Home & Furniture,1,0,0,249,only one year,1,302.3,1
P17461,3,Home & Furniture,1,0,0,230,only one year,1,303.38,1
P30974,1,Home & Furniture,1,0,0,259,only one year,1,303.46,1
P15711,5,"Sports, Toys & Leisure",1,0,0,289,only one year,1,303.68,1
P01807,5,Home & Furniture,1,0,0,280.94,only one year,1,303.99,1
P00610,5,"Sports, Toys & Leisure",1,0,0,285,only one year,1,305.3,1
P13224,5,"Sports, Toys & Leisure",1,0,279,0,only one year,1,305.44,1
P00557,5,Home & Furniture,1,0,0,155,only one year,1,306.2,1
P03500,3,"Construction tools ,arts & Others",1,0,290,0,only one year,1,306.78,1
P11970,5,"Construction tools ,arts & Others",1,0,289,0,only one year,1,306.78,1
P29296,4,Home & Furniture,1,0,293,0,only one year,1,306.9,1
P30963,5,"Construction tools ,arts & Others",1,0,0,258.5,only one year,1,307.56,1
P21934,4,Fashion & Accessories,1,0,289,0,only one year,1,307.73,1
P22883,4,Beauty & Personal Care,1,0,299,0,only one year,1,309.29,1
P27365,1,"Construction tools ,arts & Others",1,0,299,0,only one year,1,309.29,1
P09340,5,"Sports, Toys & Leisure",1,0,0,298.9,only one year,1,309.35,1
P11578,4,Electronics & Technology,1,0,0,289.9,only one year,1,309.81,1
P06393,5,"Construction tools ,arts & Others",1,0,0,282,only one year,1,310.27,1
P24707,5,Home & Furniture,1,0,0,239,only one year,1,311.34,1
P13676,5,"Construction tools ,arts & Others",1,0,0,293,only one year,1,311.49,1
P13116,5,"Sports, Toys & Leisure",1,0,0,295,only one year,1,311.82,1
P27716,1,Beauty & Personal Care,1,0,289.9,0,only one year,1,312.38,1
P21399,5,Home & Furniture,1,0,299,0,only one year,1,312.59,1
P18657,1,"Construction tools ,arts & Others",1,0,0,269,only one year,1,312.91,1
P26890,4,Beauty & Personal Care,1,0,0,287,only one year,1,313.36,1
P28761,5,"Sports, Toys & Leisure",1,0,280,0,only one year,1,313.4,1
P29561,4,"Sports, Toys & Leisure",1,0,0,299.9,only one year,1,313.5,1
P08852,5,Home & Furniture,1,0,0,269.9,only one year,1,313.61,1
P13916,5,"Construction tools ,arts & Others",1,0,0,289.49,only one year,1,314.32,1
P29370,1,Home & Furniture,1,0,279,0,only one year,1,315.12,1
P04103,5,Fashion & Accessories,1,0,0,249,only one year,1,315.37,1
P10130,4,"Construction tools ,arts & Others",1,0,0,279.9,only one year,1,315.62,1
P18356,1,"Sports, Toys & Leisure",1,0,299.99,0,only one year,1,315.68,1
P05402,5,Home & Furniture,1,0,299,0,only one year,1,315.84,1
P03049,1,Beauty & Personal Care,1,0,0,300.9,only one year,1,316.37,1
P24763,5,Beauty & Personal Care,1,0,298,0,only one year,1,316.4,1
P30776,2,Fashion & Accessories,1,0,0,289.9,only one year,1,300.28,1
P05167,4,NULL,1,0,0,239,only one year,1,300.73,1
P24910,3,"Construction tools ,arts & Others",1,0,267,0,only one year,1,301.76,1
P05252,4,Electronics & Technology,1,0,0,282.3,only one year,1,302.17,1
P21264,5,Home & Furniture,1,0,279.9,0,only one year,1,302.35,1
P11389,5,Home & Furniture,1,0,219.99,0,only one year,1,302.62,1
P15765,1,Beauty & Personal Care,1,0,286.35,0,only one year,1,302.91,1
P10478,5,Fashion & Accessories,1,0,239,0,only one year,1,303.02,1
P18304,1,Home & Furniture,1,0,284.1,0,only one year,1,303.34,1
P22176,3,Home & Furniture,1,0,269.9,0,only one year,1,303.39,1
P26410,2,Home & Furniture,1,0,290,0,only one year,1,303.42,1
P14851,5,"Construction tools ,arts & Others",1,0,0,289,only one year,1,303.46,1
P32951,4,"Sports, Toys & Leisure",1,0,0,249.99,only one year,1,303.87,1
P27611,3,Home & Furniture,1,0,284.9,0,only one year,1,304.14,1
P15671,5,Home & Furniture,1,0,0,269.9,only one year,1,305.19,1
P25872,4,Beauty & Personal Care,1,0,289.99,0,only one year,1,305.78,1
P18541,1,"Sports, Toys & Leisure",1,0,0,289,only one year,1,306.78,1
P19110,5,Electronics & Technology,1,0,289,0,only one year,1,306.78,1
P09946,5,Electronics & Technology,1,0,0,289.99,only one year,1,306.94,1
P16169,5,"Sports, Toys & Leisure",1,0,0,280,only one year,1,307.24,1
P30154,4,Beauty & Personal Care,1,0,284.99,0,only one year,1,307.43,1
P19902,1,Beauty & Personal Care,1,0,0,290,only one year,1,307.47,1
P05782,5,"Sports, Toys & Leisure",1,0,299,0,only one year,1,307.77,1
P10064,1,Electronics & Technology,1,0,0,290,only one year,1,307.79,1
P26383,5,"Sports, Toys & Leisure",1,0,289.9,0,only one year,1,307.85,1
P01790,5,Home & Furniture,1,0,0,288,only one year,1,307.9,1
P28123,1,"Sports, Toys & Leisure",1,0,0,290,only one year,1,308.2,1
P30092,5,Fashion & Accessories,1,0,0,229.9,only one year,1,308.53,1
P12178,4,Home & Furniture,1,0,0,289,only one year,1,308.64,1
P02992,5,Beauty & Personal Care,1,0,290.99,0,only one year,1,308.79,1
P30185,1,Fashion & Accessories,1,0,0,299,only one year,1,308.86,1
P19896,5,"Sports, Toys & Leisure",1,0,0,299.99,only one year,1,309.11,1
P30660,3,"Construction tools ,arts & Others",1,0,0,293,only one year,1,309.21,1
P17914,2,Home & Furniture,1,0,0,220,only one year,1,309.99,1
P07112,1,Home & Furniture,1,0,0,279.9,only one year,1,310.29,1
P30457,5,"Sports, Toys & Leisure",1,0,293,0,only one year,1,310.68,1
P15961,1,Electronics & Technology,1,0,295.89,0,only one year,1,310.98,1
P29103,3,Home & Furniture,1,0,259,0,only one year,1,311,1
P05415,5,Electronics & Technology,1,0,0,282,only one year,1,311.33,1
P24813,5,"Sports, Toys & Leisure",1,0,289.9,0,only one year,1,312.42,1
P12933,5,Home & Furniture,1,0,299.9,0,only one year,1,313.5,1
P06975,1,"Sports, Toys & Leisure",1,0,292,0,only one year,1,313.53,1
P10706,5,"Sports, Toys & Leisure",1,0,299.99,0,only one year,1,313.54,1
P06144,5,Beauty & Personal Care,1,299.9,0,0,only one year,1,313.72,1
P29238,5,Fashion & Accessories,1,0,0,148.5,only one year,1,313.82,1
P05537,5,Home & Furniture,1,0,0,299.99,only one year,1,314.52,1
P06988,5,Home & Furniture,1,0,0,295,only one year,1,315.02,1
P09136,1,"Construction tools ,arts & Others",1,294.9,0,0,only one year,1,315.24,1
P18793,5,Home & Furniture,1,0,290,0,only one year,1,316.51,1
P23488,1,"Sports, Toys & Leisure",1,0,240,0,only one year,1,316.58,1
P21836,1,Home & Furniture,1,0,0,289,only one year,1,316.64,1
P26362,5,"Sports, Toys & Leisure",1,0,295,0,only one year,1,317.15,1
P32897,5,Home & Furniture,1,0,239.9,0,only one year,1,317.37,1
P11657,3,"Sports, Toys & Leisure",1,0,0,298.9,only one year,1,320.18,1
P11752,2,Home & Furniture,1,0,0,295,only one year,1,320.64,1
P03544,5,Home & Furniture,1,0,0,299,only one year,1,321.58,1
P26004,1,Home & Furniture,1,0,299,0,only one year,1,321.58,1
P18439,5,"Sports, Toys & Leisure",1,0,0,285.97,only one year,1,321.77,1
P00176,5,Beauty & Personal Care,1,0,305,0,only one year,1,322.89,1
P32604,4,Home & Furniture,1,0,299,0,only one year,1,323.38,1
P09939,4,Fashion & Accessories,1,0,0,269.9,only one year,1,323.92,1
P19209,5,Home & Furniture,1,0,0,279,only one year,1,324.82,1
P06152,3,"Sports, Toys & Leisure",1,0,0,315.9,only one year,1,325.37,1
P26642,5,Beauty & Personal Care,1,0,0,289.9,only one year,1,327.25,1
P09707,5,"Sports, Toys & Leisure",1,0,299.9,0,only one year,1,327.28,1
P10891,5,"Sports, Toys & Leisure",1,0,309.9,0,only one year,1,328.51,1
P26709,5,Beauty & Personal Care,1,0,0,279.49,only one year,1,329.98,1
P06804,5,Home & Furniture,1,0,0,313.9,only one year,1,330.19,1
P03293,1,Fashion & Accessories,1,0,0,299.9,only one year,1,330.31,1
P28220,5,Electronics & Technology,1,0,320,0,only one year,1,331.66,1
P22594,5,"Construction tools ,arts & Others",1,0,0,299,only one year,1,332.14,1
P20171,4,"Construction tools ,arts & Others",1,0,0,319,only one year,1,332.25,1
P00765,5,Electronics & Technology,1,0,319.12,0,only one year,1,333.48,1
P15816,1,"Construction tools ,arts & Others",1,0,314.99,0,only one year,1,333.9,1
P29362,3,Home & Furniture,1,0,0,299.9,only one year,1,335.54,1
P06667,5,"Sports, Toys & Leisure",1,0,319.9,0,only one year,1,335.89,1
P28956,5,"Sports, Toys & Leisure",1,0,319.9,0,only one year,1,335.89,1
P28034,4,"Construction tools ,arts & Others",1,0,0,318.98,only one year,1,336.09,1
P26220,5,"Sports, Toys & Leisure",1,0,295.9,0,only one year,1,336.68,1
P23174,1,Home & Furniture,1,0,0,299,only one year,1,337.78,1
P23656,5,Home & Furniture,1,0,279,0,only one year,1,338.74,1
P21696,4,Home & Furniture,1,0,0,189.9,only one year,1,338.78,1
P12626,5,"Construction tools ,arts & Others",1,0,0,319,only one year,1,339.03,1
P08886,5,"Construction tools ,arts & Others",1,0,328.9,0,only one year,1,339.86,1
P12842,5,Fashion & Accessories,1,0,0,320,only one year,1,340.34,1
P19493,5,Home & Furniture,1,0,0,198.9,only one year,1,340.48,1
P13273,5,"Sports, Toys & Leisure",1,0,299.9,0,only one year,1,340.99,1
P16454,5,Electronics & Technology,1,0,299.9,0,only one year,1,341.33,1
P23303,3,"Sports, Toys & Leisure",1,0,328.89,0,only one year,1,342.69,1
P24554,1,"Sports, Toys & Leisure",1,329.99,0,0,only one year,1,342.69,1
P15685,5,"Sports, Toys & Leisure",1,0,0,319.9,only one year,1,342.94,1
P31040,1,Beauty & Personal Care,1,0,327,0,only one year,1,343.08,1
P24167,4,Home & Furniture,1,0,299,0,only one year,1,343.5,1
P12392,5,Home & Furniture,1,0,0,315.39,only one year,1,343.68,1
P11371,1,"Construction tools ,arts & Others",1,0,285,0,only one year,1,343.9,1
P09962,5,"Sports, Toys & Leisure",1,0,0,320,only one year,1,343.95,1
P21310,5,Electronics & Technology,1,0,299.9,0,only one year,1,344.03,1
P27675,1,"Sports, Toys & Leisure",1,0,309.9,0,only one year,1,344.32,1
P20662,5,Electronics & Technology,1,0,319,0,only one year,1,344.61,1
P29403,1,Beauty & Personal Care,1,0,0,329,only one year,1,346.4,1
P08681,3,"Construction tools ,arts & Others",1,0,329,0,only one year,1,347,1
P05039,4,Home & Furniture,1,0,0,299.45,only one year,1,347.83,1
P17229,5,"Sports, Toys & Leisure",1,0,0,329,only one year,1,348.99,1
P09069,5,"Construction tools ,arts & Others",1,0,0,329.9,only one year,1,349.12,1
P22879,4,"Sports, Toys & Leisure",1,0,0,299,only one year,1,316.53,1
P15131,5,Home & Furniture,1,0,246.9,0,only one year,1,316.67,1
P32439,5,Home & Furniture,1,0,0,299.99,only one year,1,316.97,1
P12670,5,Electronics & Technology,1,0,0,299.99,only one year,1,317.39,1
P01223,5,Home & Furniture,1,0,0,219.9,only one year,1,317.47,1
P20173,1,"Sports, Toys & Leisure",1,0,0,269.9,only one year,1,318.23,1
P04285,1,"Sports, Toys & Leisure",1,0,0,299,only one year,1,318.97,1
P06462,5,Home & Furniture,1,0,299,0,only one year,1,320.58,1
P06553,5,Electronics & Technology,1,0,269,0,only one year,1,320.67,1
P15645,5,"Sports, Toys & Leisure",1,0,0,299.9,only one year,1,320.69,1
P26392,5,Home & Furniture,1,0,259.9,0,only one year,1,320.73,1
P32904,5,Home & Furniture,1,0,249.9,0,only one year,1,321.38,1
P02118,4,"Sports, Toys & Leisure",1,0,299,0,only one year,1,321.75,1
P04932,5,Electronics & Technology,1,0,299.36,0,only one year,1,322.38,1
P26753,4,Beauty & Personal Care,1,0,309,0,only one year,1,322.55,1
P31323,5,"Construction tools ,arts & Others",1,0,0,298,only one year,1,322.89,1
P16410,3,"Sports, Toys & Leisure",1,0,0,299,only one year,1,323.02,1
P19516,5,"Sports, Toys & Leisure",1,0,309.9,0,only one year,1,323.52,1
P10925,1,"Construction tools ,arts & Others",1,0,0,299,only one year,1,323.96,1
P00593,5,NULL,1,0,0,304.91,only one year,1,324.29,1
P05820,5,Home & Furniture,1,0,0,265,only one year,1,324.94,1
P32506,5,Beauty & Personal Care,1,0,310,0,only one year,1,326.92,1
P24591,5,"Construction tools ,arts & Others",1,0,0,305.9,only one year,1,327.01,1
P13160,5,Electronics & Technology,1,0,312.9,0,only one year,1,327.05,1
P28973,4,Home & Furniture,1,0,0,299,only one year,1,327.17,1
P08926,3,Beauty & Personal Care,1,0,309.9,0,only one year,1,327.28,1
P04376,1,"Construction tools ,arts & Others",1,0,0,277.3,only one year,1,327.39,1
P20544,5,"Sports, Toys & Leisure",1,0,279.99,0,only one year,1,327.42,1
P22882,3,"Sports, Toys & Leisure",1,0,0,277.45,only one year,1,327.47,1
P31813,5,"Sports, Toys & Leisure",1,0,299,0,only one year,1,327.56,1
P28658,1,"Construction tools ,arts & Others",1,0,0,299.9,only one year,1,328.08,1
P07746,5,Home & Furniture,1,0,0,288.02,only one year,1,328.26,1
P00999,5,"Sports, Toys & Leisure",1,0,309.9,0,only one year,1,328.51,1
P17795,5,Electronics & Technology,1,0,309.9,0,only one year,1,328.51,1
P09179,4,Electronics & Technology,1,0,299.87,0,only one year,1,328.52,1
P04752,5,Electronics & Technology,1,0,0,289.75,only one year,1,328.69,1
P24689,4,Home & Furniture,1,0,0,279.9,only one year,1,329.3,1
P26843,4,"Sports, Toys & Leisure",1,0,311.94,0,only one year,1,329.33,1
P22088,5,Electronics & Technology,1,0,299.9,0,only one year,1,329.38,1
P01206,5,"Construction tools ,arts & Others",1,0,0,309,only one year,1,330.04,1
P23338,5,Beauty & Personal Care,1,0,315.6,0,only one year,1,332.57,1
P04668,4,"Construction tools ,arts & Others",1,0,0,320,only one year,1,332.87,1
P02430,5,"Sports, Toys & Leisure",1,0,319.99,0,only one year,1,333.43,1
P27626,5,Home & Furniture,1,0,0,277.8,only one year,1,333.6,1
P31411,5,Electronics & Technology,1,0,320,0,only one year,1,333.63,1
P14040,5,Home & Furniture,1,0,0,299.9,only one year,1,333.79,1
P31682,1,Home & Furniture,1,0,0,299,only one year,1,333.92,1
P28813,5,"Construction tools ,arts & Others",1,0,299,0,only one year,1,334.45,1
P06190,5,Home & Furniture,1,0,0,299.9,only one year,1,334.77,1
P20128,2,"Construction tools ,arts & Others",1,0,300,0,only one year,1,335.9,1
P25660,2,Home & Furniture,1,0,0,320,only one year,1,336.99,1
P10414,5,Home & Furniture,1,0,249.9,0,only one year,1,337.27,1
P26861,4,Home & Furniture,1,0,0,300,only one year,1,317.4,1
P21657,4,Home & Furniture,1,0,299,0,only one year,1,317.57,1
P12233,4,Electronics & Technology,1,0,299.99,0,only one year,1,317.79,1
P20186,1,"Construction tools ,arts & Others",1,0,299.99,0,only one year,1,317.85,1
P25434,5,"Construction tools ,arts & Others",1,0,0,259.9,only one year,1,318.27,1
P20846,1,"Sports, Toys & Leisure",1,0,299,0,only one year,1,318.34,1
P05502,5,"Construction tools ,arts & Others",1,0,0,285.9,only one year,1,318.55,1
P23031,5,"Construction tools ,arts & Others",1,0,0,269.99,only one year,1,318.59,1
P28819,5,"Construction tools ,arts & Others",1,0,0,299.98,only one year,1,318.79,1
P08707,5,Beauty & Personal Care,1,299.9,0,0,only one year,1,319.09,1
P00452,5,Home & Furniture,1,0,284.9,0,only one year,1,319.34,1
P00646,5,"Construction tools ,arts & Others",1,0,0,298,only one year,1,319.58,1
P00223,5,Home & Furniture,1,0,239,0,only one year,1,320.05,1
P04529,5,Electronics & Technology,1,0,299.9,0,only one year,1,320.3,1
P01432,5,Home & Furniture,1,0,0,299,only one year,1,320.58,1
P09351,5,Electronics & Technology,1,0,0,275.49,only one year,1,321.31,1
P23342,4,Home & Furniture,1,0,299,0,only one year,1,321.58,1
P15047,5,Home & Furniture,1,0,0,275,only one year,1,321.91,1
P16025,5,"Sports, Toys & Leisure",1,0,278,0,only one year,1,321.98,1
P15525,5,Electronics & Technology,1,0,299.99,0,only one year,1,322.58,1
P24036,5,Home & Furniture,1,0,0,259.9,only one year,1,322.7,1
P26011,4,"Sports, Toys & Leisure",1,0,0,299,only one year,1,322.8,1
P07613,4,Home & Furniture,1,0,0,299,only one year,1,322.96,1
P00058,4,"Sports, Toys & Leisure",1,0,0,270.9,only one year,1,323.52,1
P07411,4,Home & Furniture,1,0,0,279.9,only one year,1,323.72,1
P25226,1,Home & Furniture,1,0,0,279.9,only one year,1,323.72,1
P15651,2,Home & Furniture,1,0,299.9,0,only one year,1,323.74,1
P09564,5,"Sports, Toys & Leisure",1,0,0,298.8,only one year,1,324.04,1
P16199,5,"Sports, Toys & Leisure",1,0,299.9,0,only one year,1,324.87,1
P16997,1,"Construction tools ,arts & Others",1,0,309,0,only one year,1,324.92,1
P19502,5,Home & Furniture,1,0,210,0,only one year,1,325.12,1
P27598,5,"Sports, Toys & Leisure",1,0,309,0,only one year,1,325.33,1
P17649,5,Home & Furniture,1,0,0,299,only one year,1,325.54,1
P24475,1,Electronics & Technology,1,0,0,299,only one year,1,325.54,1
P25671,1,Home & Furniture,1,0,299,0,only one year,1,325.93,1
P07838,5,Home & Furniture,1,0,0,309.99,only one year,1,326.36,1
P25291,4,Beauty & Personal Care,1,0,308.99,0,only one year,1,326.91,1
P10739,5,Home & Furniture,1,0,0,299,only one year,1,327.17,1
P17558,1,Electronics & Technology,1,0,269.9,0,only one year,1,327.31,1
P16750,5,"Construction tools ,arts & Others",1,0,0,318.98,only one year,1,328.08,1
P31549,1,Beauty & Personal Care,1,0,0,299,only one year,1,328.15,1
P13926,5,Home & Furniture,1,0,289,0,only one year,1,328.16,1
P06311,5,Fashion & Accessories,1,0,0,269.9,only one year,1,328.34,1
P06666,5,"Sports, Toys & Leisure",1,0,299.99,0,only one year,1,328.35,1
P09850,4,Electronics & Technology,1,0,0,298.88,only one year,1,328.35,1
P16472,5,Electronics & Technology,1,0,314.9,0,only one year,1,328.6,1
P14404,4,Beauty & Personal Care,1,0,0,303.6,only one year,1,328.72,1
P11430,4,Home & Furniture,1,0,0,295,only one year,1,329.55,1
P12323,3,"Construction tools ,arts & Others",1,0,289,0,only one year,1,329.65,1
P25626,3,Fashion & Accessories,1,0,292.5,0,only one year,1,329.87,1
P09773,5,"Sports, Toys & Leisure",1,0,250,0,only one year,1,330.52,1
P00211,5,Home & Furniture,1,0,269.9,0,only one year,1,330.8,1
P29931,2,Home & Furniture,1,0,289.9,0,only one year,1,331.16,1
P25155,2,"Sports, Toys & Leisure",1,0,0,235,only one year,1,332.46,1
P01673,5,"Sports, Toys & Leisure",1,0,0,269.99,only one year,1,334.62,1
P27693,4,Electronics & Technology,1,0,0,319.99,only one year,1,334.67,1
P31165,1,Home & Furniture,1,0,0,299.9,only one year,1,334.77,1
P25195,4,"Sports, Toys & Leisure",1,0,311,0,only one year,1,335.47,1
P14290,4,Electronics & Technology,1,0,0,289.9,only one year,1,335.73,1
P12252,5,"Sports, Toys & Leisure",1,0,299,0,only one year,1,336.08,1
P29618,5,Home & Furniture,1,0,253.52,0,only one year,1,336.38,1
P16461,1,"Sports, Toys & Leisure",1,0,319.9,0,only one year,1,336.89,1
P17025,5,Electronics & Technology,1,0,319,0,only one year,1,336.99,1
P12536,3,Home & Furniture,1,0,295,0,only one year,1,337.51,1
P12289,5,"Construction tools ,arts & Others",1,0,326.8,0,only one year,1,337.9,1
P09818,1,"Construction tools ,arts & Others",1,311,0,0,only one year,1,338.68,1
P14849,5,Home & Furniture,1,0,0,269.9,only one year,1,338.84,1
P31876,5,Fashion & Accessories,1,0,0,325,only one year,1,339.94,1
P28773,3,"Sports, Toys & Leisure",1,0,299.9,0,only one year,1,339.96,1
P04548,4,Home & Furniture,1,0,0,316.05,only one year,1,340.08,1
P13734,4,"Construction tools ,arts & Others",1,0,0,321.9,only one year,1,340.12,1
P05529,4,"Sports, Toys & Leisure",1,0,0,320,only one year,1,340.13,1
P12667,5,Electronics & Technology,1,0,329.9,0,only one year,1,341.62,1
P15035,5,"Sports, Toys & Leisure",1,0,307.95,0,only one year,1,342.56,1
P00940,5,Home & Furniture,1,0,0,279.9,only one year,1,342.84,1
P02206,4,Home & Furniture,1,0,0,315,only one year,1,343.29,1
P05170,1,Electronics & Technology,1,0,279,0,only one year,1,343.35,1
P10865,4,"Sports, Toys & Leisure",1,0,0,299,only one year,1,343.37,1
P13432,5,Home & Furniture,1,0,299.9,0,only one year,1,343.59,1
P07959,1,Beauty & Personal Care,1,0,326.66,0,only one year,1,343.71,1
P21720,5,"Sports, Toys & Leisure",1,0,0,329,only one year,1,343.74,1
P14084,5,Home & Furniture,1,0,0,319,only one year,1,343.77,1
P12131,5,"Construction tools ,arts & Others",1,0,0,314.9,only one year,1,344.05,1
P19822,5,"Construction tools ,arts & Others",1,0,312,0,only one year,1,344.93,1
P05126,4,"Sports, Toys & Leisure",1,0,0,288.75,only one year,1,345.03,1
P23955,5,"Sports, Toys & Leisure",1,0,0,325,only one year,1,345.38,1
P30695,5,Beauty & Personal Care,1,0,0,328,only one year,1,345.4,1
P16090,5,"Sports, Toys & Leisure",1,0,340,0,only one year,1,345.47,1
P01871,5,"Construction tools ,arts & Others",1,0,335,0,only one year,1,345.91,1
P31020,4,"Construction tools ,arts & Others",1,0,329.99,0,only one year,1,347.06,1
P13179,5,"Construction tools ,arts & Others",1,0,0,295.22,only one year,1,347.58,1
P09386,1,Home & Furniture,1,0,217.85,0,only one year,1,347.69,1
P11683,5,"Sports, Toys & Leisure",1,0,0,325,only one year,1,348.98,1
P20715,5,Fashion & Accessories,1,0,0,329,only one year,1,348.99,1
P27023,5,"Sports, Toys & Leisure",1,0,0,339.8,only one year,1,349.76,1
P09856,5,Beauty & Personal Care,1,0,333.5,0,only one year,1,350.5,1
P09292,5,Home & Furniture,1,0,0,305,only one year,1,350.94,1
P14118,1,Home & Furniture,1,0,0,329.9,only one year,1,352.7,1
P08932,3,"Construction tools ,arts & Others",1,0,0,245,only one year,1,352.95,1
P11965,5,Home & Furniture,1,0,0,329.9,only one year,1,354.35,1
P04220,4,Home & Furniture,1,0,329.9,0,only one year,1,354.53,1
P00937,3,"Sports, Toys & Leisure",1,0,0,320,only one year,1,355.1,1
P11446,1,Electronics & Technology,1,0,339,0,only one year,1,355.12,1
P24669,5,Electronics & Technology,1,0,78.09,0,only one year,1,87.43,1
P32267,5,Electronics & Technology,1,0,0,68.9,only one year,1,87.48,1
P28246,5,"Sports, Toys & Leisure",1,0,0,48.9,only one year,1,87.51,1
P23320,4,Home & Furniture,1,0,69.81,0,only one year,1,87.55,1
P15445,1,Electronics & Technology,1,0,0,69,only one year,1,87.58,1
P16582,5,Home & Furniture,1,0,67.89,0,only one year,1,87.61,1
P30435,5,Home & Furniture,1,0,49,0,only one year,1,87.63,1
P05343,4,Fashion & Accessories,1,0,69.9,0,only one year,1,87.64,1
P29864,5,Fashion & Accessories,1,0,0,79.9,only one year,1,87.64,1
P32217,5,Home & Furniture,1,0,0,53,only one year,1,87.68,1
P22683,4,Fashion & Accessories,1,0,79.9,0,only one year,1,87.71,1
P31665,5,"Sports, Toys & Leisure",1,0,0,79.9,only one year,1,87.71,1
P18072,5,"Sports, Toys & Leisure",1,0,69.99,0,only one year,1,87.73,1
P30964,5,"Construction tools ,arts & Others",1,0,0,73.9,only one year,1,87.76,1
P14131,5,Electronics & Technology,1,0,0,79.99,only one year,1,87.81,1
P21164,5,NULL,1,0,75.35,0,only one year,1,87.88,1
P25601,5,Beauty & Personal Care,1,0,0,79.9,only one year,1,87.88,1
P15613,1,"Sports, Toys & Leisure",1,0,69.9,0,only one year,1,87.9,1
P03432,5,NULL,1,0,79,0,only one year,1,87.92,1
P05733,5,Fashion & Accessories,1,0,69.9,0,only one year,1,87.96,1
P16331,4,"Construction tools ,arts & Others",1,0,69.9,0,only one year,1,87.96,1
P20484,5,Fashion & Accessories,1,0,74.9,0,only one year,1,88,1
P21930,5,Fashion & Accessories,1,0,74.9,0,only one year,1,88,1
P12311,5,Fashion & Accessories,1,0,79.9,0,only one year,1,88.02,1
P04356,5,Home & Furniture,1,0,0,69.99,only one year,1,88.06,1
P05063,4,"Sports, Toys & Leisure",1,0,71.8,0,only one year,1,88.06,1
P15729,2,Home & Furniture,1,0,0,72.8,only one year,1,88.06,1
P14696,5,"Construction tools ,arts & Others",1,0,69,0,only one year,1,88.07,1
P03175,5,Home & Furniture,1,0,0,73.4,only one year,1,88.13,1
P05149,1,Home & Furniture,1,0,71.6,0,only one year,1,88.35,1
P21770,4,"Construction tools ,arts & Others",1,0,0,69.9,only one year,1,88.49,1
P21051,3,Home & Furniture,1,0,0,64.9,only one year,1,88.5,1
P11276,3,Home & Furniture,1,0,0,75.6,only one year,1,88.57,1
P29077,5,"Construction tools ,arts & Others",1,0,0,70,only one year,1,88.59,1
P26458,2,Home & Furniture,1,0,0,49.99,only one year,1,88.61,1
P05280,5,"Sports, Toys & Leisure",1,0,0,79.9,only one year,1,88.62,1
P26466,5,Home & Furniture,1,0,0,79.9,only one year,1,88.62,1
P30256,5,Electronics & Technology,1,0,0,62.9,only one year,1,88.62,1
P02501,4,Home & Furniture,1,0,76.6,0,only one year,1,88.64,1
P01341,5,NULL,1,0,79.9,0,only one year,1,88.65,1
P12261,5,"Construction tools ,arts & Others",1,0,59.9,0,only one year,1,88.72,1
P30620,4,Home & Furniture,1,0,0,77,only one year,1,88.87,1
P20673,3,Home & Furniture,1,0,69.9,0,only one year,1,88.98,1
P24237,5,Electronics & Technology,1,0,0,74.9,only one year,1,89,1
P06278,1,Beauty & Personal Care,1,0,0,69.99,only one year,1,89.02,1
P00260,3,Electronics & Technology,1,0,0,69.4,only one year,1,89.08,1
P03323,5,"Sports, Toys & Leisure",1,0,74.5,0,only one year,1,89.19,1
P09384,4,Fashion & Accessories,1,0,0,69.9,only one year,1,89.24,1
P10122,5,Home & Furniture,1,0,0,79.9,only one year,1,89.27,1
P04487,5,"Sports, Toys & Leisure",1,0,75,0,only one year,1,89.31,1
P20184,5,"Construction tools ,arts & Others",1,0,0,69.9,only one year,1,89.36,1
P05799,1,"Sports, Toys & Leisure",1,0,0,69.99,only one year,1,89.45,1
P16565,5,Home & Furniture,1,0,77.7,0,only one year,1,89.45,1
P03253,4,"Sports, Toys & Leisure",1,0,69,0,only one year,1,89.53,1
P05898,2,Fashion & Accessories,1,0,71.82,0,only one year,1,89.57,1
P09563,4,Home & Furniture,1,0,0,69.9,only one year,1,89.58,1
P12034,5,Beauty & Personal Care,1,0,0,69.9,only one year,1,89.58,1
P14416,4,Home & Furniture,1,0,0,69.9,only one year,1,89.58,1
P11271,5,Home & Furniture,1,0,77.68,0,only one year,1,89.61,1
P05399,5,"Sports, Toys & Leisure",1,0,69.9,0,only one year,1,89.63,1
P30589,5,"Construction tools ,arts & Others",1,0,0,66.67,only one year,1,89.64,1
P09146,4,Home & Furniture,1,0,63.9,0,only one year,1,89.67,1
P05060,4,"Sports, Toys & Leisure",1,0,0,72,only one year,1,89.78,1
P26222,1,"Sports, Toys & Leisure",1,0,0,75.7,only one year,1,89.81,1
