product_id_values,avg_review,main_categories,total_quantity_sold,Revenue_2016,Revenue_2017,Revenue_2018,product_lifecycle,sellers_inolved,transaction_value,total_customers_bought
P00701,1,Beauty & Personal Care,1,0,1.2,0,only one year,1,9.09,1
P27481,5,Beauty & Personal Care,1,0,8.9,0,only one year,1,9.95,1
P21771,5,"Sports, Toys & Leisure",1,0,10,0,only one year,1,10.03,1
P06389,5,"Construction tools ,arts & Others",1,0,2.29,0,only one year,1,10.07,1
P09318,5,Home & Furniture,1,0,7.8,0,only one year,1,10.88,1
P11237,2,"Sports, Toys & Leisure",1,0,10.99,0,only one year,1,11.82,1
P10783,5,"Construction tools ,arts & Others",1,0,3.5,0,only one year,1,12.22,1
P12092,5,Electronics & Technology,1,0,0,5.5,only one year,1,12.89,1
P22776,5,"Sports, Toys & Leisure",1,0,0,5.9,only one year,1,13.29,1
P20515,5,"Sports, Toys & Leisure",1,0,0,5.49,only one year,1,13.36,1
P00226,1,Beauty & Personal Care,1,0,8.03,0,only one year,1,13.49,1
P03437,5,"Sports, Toys & Leisure",1,0,11.64,0,only one year,1,13.62,1
P30740,5,Electronics & Technology,1,0,0,6.19,only one year,1,14.06,1
P00333,5,Home & Furniture,1,0,6.5,0,only one year,1,14.15,1
P06769,5,"Sports, Toys & Leisure",1,0,0,6.9,only one year,1,14.29,1
P20185,2,Home & Furniture,1,0,0,5.31,only one year,1,14.65,1
P28438,1,NULL,1,0,3.9,0,only one year,1,14.86,1
P08222,5,"Construction tools ,arts & Others",1,0,0,7.5,only one year,1,14.89,1
P18508,5,Home & Furniture,1,0,0,9.99,only one year,1,15.11,1
P30761,3,Electronics & Technology,1,0,3.9,0,only one year,1,15.75,1
P11880,5,Home & Furniture,1,0,8,0,only one year,1,15.78,1
P10904,5,Home & Furniture,1,0,0,8.45,only one year,1,15.84,1
P24512,5,"Construction tools ,arts & Others",1,0,0,8.5,only one year,1,15.89,1
P13614,3,Electronics & Technology,1,0,0,8.9,only one year,1,16.29,1
P30057,5,Beauty & Personal Care,1,0,0,8.9,only one year,1,16.29,1
P18688,5,Electronics & Technology,1,0,4.5,0,only one year,1,16.35,1
P23880,5,"Sports, Toys & Leisure",1,0,11.99,0,only one year,1,16.51,1
P16279,5,Electronics & Technology,1,0,9,0,only one year,1,16.78,1
P29056,5,Home & Furniture,1,0,0,7.9,only one year,1,16.78,1
P14713,5,Electronics & Technology,1,0,8.6,0,only one year,1,16.87,1
P12953,1,"Construction tools ,arts & Others",1,0,0,8.88,only one year,1,17.17,1
P09609,4,Electronics & Technology,1,0,8.5,0,only one year,1,17.22,1
P13534,3,Electronics & Technology,1,0,0,9.5,only one year,1,17.28,1
P30505,1,Home & Furniture,1,0,5.53,0,only one year,1,17.38,1
P31113,4,Home & Furniture,1,0,0,9.99,only one year,1,17.38,1
P14361,5,"Sports, Toys & Leisure",1,0,0,9.9,only one year,1,17.68,1
P20862,5,Home & Furniture,1,0,0,9.9,only one year,1,17.68,1
P05576,4,Beauty & Personal Care,1,0,9.99,0,only one year,1,17.77,1
P19233,5,Beauty & Personal Care,1,0,10,0,only one year,1,17.78,1
P14191,5,Home & Furniture,1,0,14.9,0,only one year,1,17.84,1
P18510,5,"Construction tools ,arts & Others",1,0,0,10.25,only one year,1,18.03,1
P18940,5,Home & Furniture,1,0,0,10.9,only one year,1,18.29,1
P21742,5,NULL,1,0,7.6,0,only one year,1,18.56,1
P06408,5,Beauty & Personal Care,1,0,0,11.2,only one year,1,18.59,1
P23393,5,Electronics & Technology,1,0,9.5,0,only one year,1,18.59,1
P04424,5,NULL,1,0,10.5,0,only one year,1,18.61,1
P11644,2,Electronics & Technology,1,0,9.9,0,only one year,1,18.62,1
P12359,1,Home & Furniture,1,0,7.8,0,only one year,1,18.76,1
P27637,1,Beauty & Personal Care,1,0,0,11.53,only one year,1,18.92,1
P16973,5,Fashion & Accessories,1,0,3.9,0,only one year,1,19,1
P00870,1,Electronics & Technology,1,0,0,11.19,only one year,1,19.06,1
P09304,5,"Sports, Toys & Leisure",1,0,0,6.37,only one year,1,19.16,1
P13462,5,Home & Furniture,1,0,2.9,0,only one year,1,11.62,1
P08864,5,Home & Furniture,1,0,0,5.5,only one year,1,12.89,1
P06548,3,"Sports, Toys & Leisure",1,0,10.8,0,only one year,1,13.22,1
P00664,5,"Sports, Toys & Leisure",1,0,11.99,0,only one year,1,13.27,1
P07842,5,Fashion & Accessories,1,0,6,0,only one year,1,13.78,1
P19420,1,Electronics & Technology,1,0,0,6.5,only one year,1,13.89,1
P09726,1,"Construction tools ,arts & Others",1,0,0,12.9,only one year,1,13.99,1
P02336,1,Home & Furniture,1,0,0,14.22,only one year,1,14.24,1
P18591,4,Beauty & Personal Care,1,0,0,6.5,only one year,1,14.28,1
P15803,1,Beauty & Personal Care,1,0,7.8,0,only one year,1,14.37,1
P16308,5,Home & Furniture,1,0,0,6.99,only one year,1,14.38,1
P19086,5,Beauty & Personal Care,1,0,0,7,only one year,1,14.71,1
P06087,5,"Construction tools ,arts & Others",1,0,0,2.99,only one year,1,14.84,1
P32680,5,Home & Furniture,1,0,5.9,0,only one year,1,15.24,1
P04807,1,Home & Furniture,1,0,0,6.9,only one year,1,15.9,1
P15985,5,"Sports, Toys & Leisure",1,0,0,8.9,only one year,1,16.29,1
P02013,2,NULL,1,0,13,0,only one year,1,16.33,1
P29540,5,"Sports, Toys & Leisure",1,0,7,0,only one year,1,16.34,1
P07739,5,Home & Furniture,1,0,0,8.49,only one year,1,16.36,1
P24712,4,Electronics & Technology,1,0,0,8.99,only one year,1,16.38,1
P02525,5,Electronics & Technology,1,0,0,9.99,only one year,1,17.38,1
P24083,5,"Construction tools ,arts & Others",1,0,0,9.99,only one year,1,17.38,1
P24287,5,Electronics & Technology,1,0,0,9.99,only one year,1,17.38,1
P11155,5,"Sports, Toys & Leisure",1,0,8.9,0,only one year,1,17.62,1
P16962,1,Home & Furniture,1,0,9.9,0,only one year,1,17.68,1
P06539,5,"Construction tools ,arts & Others",1,0,9.99,0,only one year,1,17.77,1
P10483,5,Beauty & Personal Care,1,0,10,0,only one year,1,17.78,1
P11783,5,"Sports, Toys & Leisure",1,0,0,10,only one year,1,17.78,1
P22878,5,Home & Furniture,1,0,16.9,0,only one year,1,18.05,1
P22507,4,Home & Furniture,1,0,12.99,0,only one year,1,18.17,1
P01162,5,Beauty & Personal Care,1,0,0,7.65,only one year,1,18.2,1
P00979,5,Home & Furniture,1,0,7.29,0,only one year,1,18.25,1
P29834,3,"Sports, Toys & Leisure",1,0,0,5.49,only one year,1,18.28,1
P19158,1,Home & Furniture,1,0,0,10.5,only one year,1,18.48,1
P24857,4,"Construction tools ,arts & Others",1,0,0,5.73,only one year,1,18.52,1
P28311,5,"Sports, Toys & Leisure",1,0,9.9,0,only one year,1,18.62,1
P11904,5,"Sports, Toys & Leisure",1,0,6.9,0,only one year,1,18.75,1
P05682,3,Home & Furniture,1,0,6.99,0,only one year,1,18.84,1
P08703,2,Home & Furniture,1,0,6.99,0,only one year,1,18.84,1
P24254,5,Home & Furniture,1,0,0,11.58,only one year,1,18.97,1
P31308,5,"Sports, Toys & Leisure",1,0,0,6.27,only one year,1,19.06,1
P15760,4,Beauty & Personal Care,1,0,9.9,0,only one year,1,19.24,1
P07981,5,"Sports, Toys & Leisure",1,0,0,11.9,only one year,1,19.29,1
P21570,3,"Sports, Toys & Leisure",1,0,0,11.9,only one year,1,19.29,1
P28020,5,Beauty & Personal Care,1,0,0,11.9,only one year,1,19.29,1
P25698,5,Home & Furniture,1,0,0,7.5,only one year,1,19.36,1
P04142,4,Beauty & Personal Care,1,0,10.9,0,only one year,1,19.62,1
P07324,4,Beauty & Personal Care,1,0,0,12.35,only one year,1,19.74,1
P15364,5,"Sports, Toys & Leisure",1,0,12,0,only one year,1,19.78,1
P27673,5,Home & Furniture,1,0,16.9,0,only one year,1,19.81,1
P30013,1,Electronics & Technology,1,0,0,12.5,only one year,1,19.89,1
P04637,5,"Sports, Toys & Leisure",1,0,0,12.9,only one year,1,20.29,1
P05159,1,Beauty & Personal Care,1,0,1.2,0,only one year,1,9.09,1
P10410,5,Home & Furniture,1,0,7.8,0,only one year,1,10.88,1
P03764,5,Home & Furniture,1,0,0,3.98,only one year,1,11.85,1
P14336,4,Home & Furniture,1,0,0,5.99,only one year,1,13.38,1
P05535,1,Home & Furniture,1,0,7.8,0,only one year,1,13.46,1
P24242,4,Beauty & Personal Care,1,0,5.9,0,only one year,1,13.68,1
P01540,4,Home & Furniture,1,0,6.04,0,only one year,1,13.82,1
P08071,3,Home & Furniture,1,0,0,9.6,only one year,1,14.09,1
P01822,2,Home & Furniture,1,0,12,0,only one year,1,14.73,1
P12870,5,"Sports, Toys & Leisure",1,0,6.5,0,only one year,1,15.22,1
P18913,5,"Construction tools ,arts & Others",1,0,7.59,0,only one year,1,15.37,1
P11704,5,"Sports, Toys & Leisure",1,0,0,7.99,only one year,1,15.38,1
P19268,5,"Sports, Toys & Leisure",1,0,0,7.99,only one year,1,15.38,1
P03921,5,Electronics & Technology,1,0,6.99,0,only one year,1,15.71,1
P21190,5,"Construction tools ,arts & Others",1,0,0,8.9,only one year,1,16.29,1
P28287,1,Beauty & Personal Care,1,0,0,8.9,only one year,1,16.29,1
P02814,5,Electronics & Technology,1,0,0,8.99,only one year,1,16.38,1
P29640,5,Home & Furniture,1,0,0,7.09,only one year,1,16.53,1
P13210,3,"Construction tools ,arts & Others",1,0,0,3.99,only one year,1,16.78,1
P09874,5,Home & Furniture,1,0,7.9,0,only one year,1,17.24,1
P05239,1,"Sports, Toys & Leisure",1,0,0,6.12,only one year,1,17.25,1
P19325,1,"Construction tools ,arts & Others",1,0,0,9.9,only one year,1,17.29,1
P30163,5,Beauty & Personal Care,1,0,0,9.9,only one year,1,17.29,1
P10629,5,Home & Furniture,1,0,0,10.9,only one year,1,17.32,1
P16239,1,"Sports, Toys & Leisure",1,0,0,9.99,only one year,1,17.38,1
P29812,4,Beauty & Personal Care,1,0,0,9.99,only one year,1,17.54,1
P01705,5,Home & Furniture,1,0,0,4.9,only one year,1,17.69,1
P14790,5,"Sports, Toys & Leisure",1,0,0,9.95,only one year,1,17.73,1
P02957,5,Electronics & Technology,1,0,9.99,0,only one year,1,17.77,1
P24151,5,Electronics & Technology,1,0,10,0,only one year,1,17.78,1
P24434,4,"Sports, Toys & Leisure",1,0,5.99,0,only one year,1,17.84,1
P01889,4,Beauty & Personal Care,1,0,6,0,only one year,1,17.85,1
P29026,5,"Sports, Toys & Leisure",1,0,12.26,0,only one year,1,18.26,1
P15370,4,Beauty & Personal Care,1,0,0,14.9,only one year,1,18.27,1
P06138,1,Beauty & Personal Care,1,0,0,10,only one year,1,18.29,1
P04054,5,Beauty & Personal Care,1,0,0,10.91,only one year,1,18.3,1
P18080,4,"Sports, Toys & Leisure",1,0,0,10.49,only one year,1,18.36,1
P23897,5,Electronics & Technology,1,0,0,11,only one year,1,18.39,1
P23973,5,Electronics & Technology,1,0,5.99,0,only one year,1,18.59,1
P10916,1,Home & Furniture,1,0,0,10.6,only one year,1,18.6,1
P19145,5,Home & Furniture,1,0,0,10.9,only one year,1,18.61,1
P05237,5,Home & Furniture,1,0,9.9,0,only one year,1,18.62,1
P25888,1,"Construction tools ,arts & Others",1,0,9.99,0,only one year,1,18.71,1
P22169,2,Home & Furniture,1,14.9,0,0,only one year,1,19.16,1
P14533,5,Electronics & Technology,1,0,7,0,only one year,1,19.48,1
P15680,3,"Sports, Toys & Leisure",1,0,11.9,0,only one year,1,19.68,1
P06562,4,"Construction tools ,arts & Others",1,0,11.97,0,only one year,1,19.75,1
P31417,1,Home & Furniture,1,0,7.96,0,only one year,1,19.81,1
P08014,5,Home & Furniture,1,0,13.99,0,only one year,1,19.91,1
P05896,4,NULL,1,0,4.85,0,only one year,1,19.95,1
P13230,1,Beauty & Personal Care,1,0,0,11.9,only one year,1,20.19,1
P05412,4,NULL,1,0,5.2,0,only one year,1,20.3,1
P13304,5,"Sports, Toys & Leisure",1,0,0,12.99,only one year,1,20.38,1
P28152,4,Beauty & Personal Care,1,0,4.5,0,only one year,1,12.28,1
P24386,1,Home & Furniture,1,0,0,6.15,only one year,1,13.54,1
P06826,5,"Sports, Toys & Leisure",1,0,0,6.9,only one year,1,14.29,1
P19873,5,"Sports, Toys & Leisure",1,0,0,6.9,only one year,1,14.29,1
P04769,1,Home & Furniture,1,0,0,8,only one year,1,15.98,1
P29954,5,"Construction tools ,arts & Others",1,0,7.99,0,only one year,1,16.71,1
P26749,1,Electronics & Technology,1,0,8.9,0,only one year,1,17.17,1
P17256,2,Home & Furniture,1,0,0,9.9,only one year,1,17.29,1
P18230,2,Home & Furniture,1,0,0,9.9,only one year,1,17.29,1
P31119,5,Home & Furniture,1,0,0,9.95,only one year,1,17.34,1
P26334,5,Beauty & Personal Care,1,0,0,9.9,only one year,1,17.61,1
P15642,5,"Sports, Toys & Leisure",1,0,0,9.9,only one year,1,17.68,1
P27238,1,Electronics & Technology,1,0,0,9.99,only one year,1,17.77,1
P09192,5,Electronics & Technology,1,0,8.99,0,only one year,1,18.17,1
P32779,4,Home & Furniture,1,0,0,10.89,only one year,1,18.28,1
P03484,5,Home & Furniture,1,0,0,9.57,only one year,1,18.45,1
P02760,5,Home & Furniture,1,0,9.9,0,only one year,1,18.62,1
P13967,5,"Construction tools ,arts & Others",1,0,10.9,0,only one year,1,18.68,1
P30480,5,Home & Furniture,1,0,0,11.35,only one year,1,18.74,1
P07924,3,Home & Furniture,1,0,0,9.9,only one year,1,18.78,1
P21779,5,"Sports, Toys & Leisure",1,0,0,9.9,only one year,1,18.78,1
P14332,4,Beauty & Personal Care,1,0,9.9,0,only one year,1,19.24,1
P01168,4,"Sports, Toys & Leisure",1,0,0,5.2,only one year,1,19.28,1
P04764,5,"Sports, Toys & Leisure",1,0,0,11.9,only one year,1,19.29,1
P10831,5,NULL,1,0,0,11.9,only one year,1,19.29,1
P22404,5,"Construction tools ,arts & Others",1,0,0,12,only one year,1,19.39,1
P04465,4,Home & Furniture,1,0,5,0,only one year,1,19.52,1
P23548,3,NULL,1,0,0,6.8,only one year,1,19.59,1
P16402,5,"Construction tools ,arts & Others",1,0,10.9,0,only one year,1,19.62,1
P09110,5,Electronics & Technology,1,0,0,11.8,only one year,1,19.67,1
P18840,5,Home & Furniture,1,0,12.9,0,only one year,1,19.68,1
P20035,3,Home & Furniture,1,0,7.9,0,only one year,1,19.75,1
P18971,1,Home & Furniture,1,0,0,8,only one year,1,19.85,1
P24844,1,Home & Furniture,1,0,12.99,0,only one year,1,20.06,1
P13859,4,Electronics & Technology,1,6,0,0,only one year,1,20.11,1
P22034,1,Home & Furniture,1,0,0,4.9,only one year,1,20.13,1
P16480,5,NULL,1,0,8.5,0,only one year,1,20.23,1
P01848,1,Electronics & Technology,1,0,12.5,0,only one year,1,20.28,1
P08170,5,"Sports, Toys & Leisure",1,0,0,8.43,only one year,1,20.28,1
P06855,5,"Sports, Toys & Leisure",1,0,0,12.9,only one year,1,20.29,1
P09167,5,Home & Furniture,1,0,0,7.99,only one year,1,20.34,1
P08183,5,Home & Furniture,1,0,0,12.99,only one year,1,20.38,1
P31375,5,Electronics & Technology,1,0,0,12.99,only one year,1,20.38,1
P18093,3,"Sports, Toys & Leisure",1,0,5.5,0,only one year,1,20.6,1
P15693,4,Home & Furniture,1,0,0,12.9,only one year,1,20.61,1
P24020,5,Home & Furniture,1,0,11.9,0,only one year,1,20.62,1
P24197,5,"Sports, Toys & Leisure",1,0,11.9,0,only one year,1,20.62,1
P22560,1,Electronics & Technology,1,0,12.9,0,only one year,1,20.68,1
P16474,5,"Construction tools ,arts & Others",1,0,0,5.6,only one year,1,20.7,1
P06563,2,Fashion & Accessories,1,0,12.99,0,only one year,1,20.77,1
P28969,4,Home & Furniture,1,0,12.99,0,only one year,1,20.77,1
P04485,4,Home & Furniture,1,0,8.99,0,only one year,1,20.84,1
P03620,1,"Sports, Toys & Leisure",1,0,12.99,0,only one year,1,20.93,1
P20395,5,"Construction tools ,arts & Others",1,0,8.25,0,only one year,1,19.21,1
P04164,5,Beauty & Personal Care,1,0,11.7,0,only one year,1,19.48,1
P30535,3,Beauty & Personal Care,1,0,0,12,only one year,1,19.57,1
P00582,1,"Construction tools ,arts & Others",1,0,18.99,0,only one year,1,19.74,1
P03131,5,Beauty & Personal Care,1,0,12,0,only one year,1,19.78,1
P07191,5,Home & Furniture,1,0,0,12.5,only one year,1,19.89,1
P27168,5,Beauty & Personal Care,1,0,0,12.5,only one year,1,19.89,1
P19075,3,Home & Furniture,1,0,14,0,only one year,1,20.47,1
P03986,3,"Sports, Toys & Leisure",1,0,8.68,0,only one year,1,20.53,1
P09865,5,Home & Furniture,1,0,0,12.99,only one year,1,20.7,1
P10398,4,Beauty & Personal Care,1,0,9.9,0,only one year,1,20.86,1
P14706,5,"Sports, Toys & Leisure",1,0,0,13,only one year,1,20.87,1
P12282,1,Home & Furniture,1,0,19.9,0,only one year,1,21.23,1
P04469,5,Beauty & Personal Care,1,0,0,7.8,only one year,1,21.27,1
P26191,5,Beauty & Personal Care,1,0,8.9,0,only one year,1,21.38,1
P16781,5,Fashion & Accessories,1,0,13.3,0,only one year,1,21.41,1
P23165,1,Beauty & Personal Care,1,0,7.45,0,only one year,1,21.55,1
P31472,5,"Construction tools ,arts & Others",1,0,0,14,only one year,1,21.78,1
P04363,4,Electronics & Technology,1,0,0,12.99,only one year,1,21.81,1
P01020,5,Home & Furniture,1,0,10.9,0,only one year,1,21.86,1
P22931,5,Electronics & Technology,1,0,0,14.1,only one year,1,21.97,1
P03595,5,NULL,1,0,0,13.3,only one year,1,22.06,1
P11077,2,Home & Furniture,1,0,16.9,0,only one year,1,22.09,1
P32259,4,Home & Furniture,1,0,6.99,0,only one year,1,22.09,1
P00655,5,Beauty & Personal Care,1,0,0,14.75,only one year,1,22.14,1
P32853,5,Beauty & Personal Care,1,0,0,13.9,only one year,1,22.19,1
P04084,2,Home & Furniture,1,0,0,9.9,only one year,1,22.22,1
P20802,5,Beauty & Personal Care,1,0,0,7,only one year,1,22.23,1
P28875,5,Electronics & Technology,1,0,0,14.85,only one year,1,22.24,1
P24183,4,"Construction tools ,arts & Others",1,0,0,14.9,only one year,1,22.29,1
P24888,5,"Sports, Toys & Leisure",1,0,0,14.9,only one year,1,22.29,1
P26787,5,Home & Furniture,1,0,0,14.9,only one year,1,22.29,1
P30467,1,Beauty & Personal Care,1,0,0,14.9,only one year,1,22.29,1
P08844,3,Electronics & Technology,1,0,0,14.99,only one year,1,22.38,1
P12657,5,Home & Furniture,1,0,0,14.99,only one year,1,22.38,1
P15962,2,Electronics & Technology,1,0,0,14.99,only one year,1,22.38,1
P18638,5,Electronics & Technology,1,0,5.3,0,only one year,1,22.39,1
P06829,5,Home & Furniture,1,0,0,8.97,only one year,1,22.58,1
P01813,5,"Sports, Toys & Leisure",1,0,0,14.9,only one year,1,22.61,1
P31657,5,Home & Furniture,1,0,14.9,0,only one year,1,22.68,1
P10157,5,"Sports, Toys & Leisure",1,0,14.99,0,only one year,1,22.77,1
P07628,4,Home & Furniture,1,0,5.99,0,only one year,1,22.78,1
P08425,5,Electronics & Technology,1,0,5.99,0,only one year,1,22.78,1
P19807,5,"Sports, Toys & Leisure",1,0,15,0,only one year,1,22.78,1
P25505,3,"Sports, Toys & Leisure",1,0,15,0,only one year,1,22.78,1
P12214,3,Electronics & Technology,1,0,0,10,only one year,1,22.79,1
P15038,5,Fashion & Accessories,1,0,0,14.7,only one year,1,22.81,1
P18346,5,"Construction tools ,arts & Others",1,0,10.99,0,only one year,1,22.84,1
P30047,3,Home & Furniture,1,0,0,10.99,only one year,1,22.84,1
P00511,5,Beauty & Personal Care,1,0,11.9,0,only one year,1,22.86,1
P02249,5,Beauty & Personal Care,1,0,0,14.99,only one year,1,22.86,1
P21552,2,Home & Furniture,1,0,14,0,only one year,1,22.88,1
P10077,5,"Sports, Toys & Leisure",1,0,0,12.9,only one year,1,20.29,1
P20472,4,"Sports, Toys & Leisure",1,0,0,12.9,only one year,1,20.29,1
P00267,5,Electronics & Technology,1,0,0,12.99,only one year,1,20.38,1
P14877,5,Home & Furniture,1,0,0,12.99,only one year,1,20.38,1
P16329,5,Electronics & Technology,1,0,0,12.99,only one year,1,20.38,1
P03382,4,Beauty & Personal Care,1,0,0,13,only one year,1,20.39,1
P22061,3,"Construction tools ,arts & Others",1,0,0,13,only one year,1,20.39,1
P16844,1,Home & Furniture,1,0,0,12.5,only one year,1,20.48,1
P12749,1,Home & Furniture,1,0,0,5.31,only one year,1,20.54,1
P05527,5,"Sports, Toys & Leisure",1,0,19.9,0,only one year,1,20.66,1
P08635,5,Home & Furniture,1,0,11.99,0,only one year,1,20.71,1
P12875,1,"Sports, Toys & Leisure",1,0,9,0,only one year,1,20.73,1
P26592,3,Electronics & Technology,1,0,12.95,0,only one year,1,20.73,1
P06693,4,Electronics & Technology,1,0,0,8.9,only one year,1,20.75,1
P01394,5,"Construction tools ,arts & Others",1,0,0,16.8,only one year,1,21,1
P19821,4,Beauty & Personal Care,1,0,5.9,0,only one year,1,21,1
P22304,5,NULL,1,0,0,13.3,only one year,1,21.01,1
P04130,5,"Sports, Toys & Leisure",1,0,9.5,0,only one year,1,21.24,1
P01270,5,Home & Furniture,1,0,7.18,0,only one year,1,21.28,1
P18553,5,Electronics & Technology,1,0,0,13.9,only one year,1,21.29,1
P26695,4,"Sports, Toys & Leisure",1,0,0,8.59,only one year,1,21.38,1
P03473,5,Electronics & Technology,1,0,10.49,0,only one year,1,21.45,1
P25934,4,Electronics & Technology,1,0,0,8.7,only one year,1,21.49,1
P19271,1,"Sports, Toys & Leisure",1,0,0,14.2,only one year,1,21.59,1
P22367,2,NULL,1,0,12.9,0,only one year,1,21.62,1
P24012,5,Fashion & Accessories,1,0,0,8.9,only one year,1,21.62,1
P00307,5,"Sports, Toys & Leisure",1,0,0,13.9,only one year,1,21.68,1
P00844,5,Electronics & Technology,1,0,0,14.3,only one year,1,21.69,1
P32316,5,"Construction tools ,arts & Others",1,0,0,13.98,only one year,1,21.69,1
P20856,5,"Sports, Toys & Leisure",1,0,13.99,0,only one year,1,21.77,1
P09236,5,Home & Furniture,1,0,0,14.45,only one year,1,21.84,1
P13334,5,Home & Furniture,1,0,5.99,0,only one year,1,22.04,1
P02415,2,Home & Furniture,1,0,16.9,0,only one year,1,22.08,1
P02871,1,"Construction tools ,arts & Others",1,0,15,0,only one year,1,22.1,1
P20520,3,"Sports, Toys & Leisure",1,0,0,4.5,only one year,1,22.1,1
P14094,5,Home & Furniture,1,0,0,9.9,only one year,1,22.15,1
P05575,5,Beauty & Personal Care,1,0,0,14.9,only one year,1,22.29,1
P23395,5,"Sports, Toys & Leisure",1,0,0,14.9,only one year,1,22.29,1
P27058,5,Electronics & Technology,1,0,0,14.9,only one year,1,22.29,1
P25618,5,"Sports, Toys & Leisure",1,0,0,14.95,only one year,1,22.34,1
P04823,5,Electronics & Technology,1,0,0,14.99,only one year,1,22.38,1
P06612,3,Electronics & Technology,1,0,0,14.99,only one year,1,22.38,1
P14371,1,Electronics & Technology,1,0,0,14.99,only one year,1,22.38,1
P24782,3,Electronics & Technology,1,0,0,14.99,only one year,1,22.38,1
P30367,5,Home & Furniture,1,0,0,14.99,only one year,1,22.38,1
P21274,5,Home & Furniture,1,0,0,15,only one year,1,22.39,1
P31083,5,"Sports, Toys & Leisure",1,0,0,15,only one year,1,22.39,1
P08382,5,"Construction tools ,arts & Others",1,0,10,0,only one year,1,22.48,1
P00659,5,"Construction tools ,arts & Others",1,0,0,14.03,only one year,1,22.5,1
P06854,4,Beauty & Personal Care,1,0,0,14.8,only one year,1,22.51,1
P27085,5,Home & Furniture,1,0,0,15,only one year,1,22.69,1
P26278,5,Beauty & Personal Care,1,0,8.65,0,only one year,1,22.75,1
P19501,5,Home & Furniture,1,0,5.5,0,only one year,1,20.6,1
P01269,1,Home & Furniture,1,0,8.76,0,only one year,1,20.61,1
P13244,5,Beauty & Personal Care,1,0,7.99,0,only one year,1,20.67,1
P18565,4,Fashion & Accessories,1,0,12.99,0,only one year,1,20.77,1
P16104,5,"Construction tools ,arts & Others",1,0,0,12.51,only one year,1,20.8,1
P00158,3,Home & Furniture,1,0,0,13.5,only one year,1,20.89,1
P08774,5,Electronics & Technology,1,0,0,9.15,only one year,1,21,1
P23255,5,Electronics & Technology,1,0,0,13.65,only one year,1,21.04,1
P05459,3,Home & Furniture,1,0,0,3.06,only one year,1,21.29,1
P13474,5,Home & Furniture,1,0,0,9.9,only one year,1,21.36,1
P30329,5,Home & Furniture,1,0,0,13.6,only one year,1,21.38,1
P28854,5,"Sports, Toys & Leisure",1,0,0,14,only one year,1,21.39,1
P06196,5,"Sports, Toys & Leisure",1,0,9.56,0,only one year,1,21.41,1
P31921,5,Fashion & Accessories,1,0,0,13.3,only one year,1,21.41,1
P14276,1,Fashion & Accessories,1,0,13.3,0,only one year,1,21.57,1
P00579,5,Home & Furniture,1,0,12.9,0,only one year,1,21.62,1
P29532,5,Electronics & Technology,1,0,9.9,0,only one year,1,21.75,1
P13415,5,"Construction tools ,arts & Others",1,0,0,13.99,only one year,1,21.86,1
P14757,4,"Construction tools ,arts & Others",1,0,10.91,0,only one year,1,21.87,1
P11132,5,Electronics & Technology,1,0,0,14.7,only one year,1,22.09,1
P02791,1,Home & Furniture,1,0,0,18.9,only one year,1,22.18,1
P29509,5,Beauty & Personal Care,1,0,0,7,only one year,1,22.23,1
P09689,4,Home & Furniture,1,0,12.99,0,only one year,1,22.33,1
P30646,1,Home & Furniture,1,0,0,12.17,only one year,1,22.39,1
P11468,5,"Construction tools ,arts & Others",1,0,7.49,0,only one year,1,22.59,1
P26912,5,"Sports, Toys & Leisure",1,0,0,14.9,only one year,1,22.68,1
P02379,5,"Sports, Toys & Leisure",1,0,0,15,only one year,1,22.78,1
P24024,5,Home & Furniture,1,0,15,0,only one year,1,22.78,1
P25695,5,Home & Furniture,1,0,15,0,only one year,1,22.78,1
P03934,5,Beauty & Personal Care,1,11.9,0,0,only one year,1,22.86,1
P15258,2,Home & Furniture,1,0,0,20.4,only one year,1,22.86,1
P01666,5,Electronics & Technology,1,0,0,15,only one year,1,22.87,1
P21897,5,Home & Furniture,1,0,7.9,0,only one year,1,23,1
P09847,5,"Construction tools ,arts & Others",1,0,0,14.9,only one year,1,23.19,1
P12008,5,"Construction tools ,arts & Others",1,0,0,10.5,only one year,1,23.29,1
P20580,5,"Construction tools ,arts & Others",1,0,0,15.9,only one year,1,23.29,1
P06895,5,NULL,1,0,0,14.9,only one year,1,23.3,1
P24053,1,Home & Furniture,1,0,9.9,0,only one year,1,23.37,1
P09942,5,"Construction tools ,arts & Others",1,0,0,15.99,only one year,1,23.38,1
P11562,5,Fashion & Accessories,1,0,0,16,only one year,1,23.39,1
P03301,5,NULL,1,0,12.49,0,only one year,1,23.45,1
P15262,5,Home & Furniture,1,0,12.5,0,only one year,1,23.46,1
P10325,5,Home & Furniture,1,0,0,14.56,only one year,1,23.65,1
P24335,1,"Sports, Toys & Leisure",1,0,15.9,0,only one year,1,23.68,1
P21453,1,"Construction tools ,arts & Others",1,0,14.99,0,only one year,1,23.71,1
P20640,4,"Sports, Toys & Leisure",1,0,0,15,only one year,1,23.72,1
P11253,5,"Construction tools ,arts & Others",1,0,0,16.49,only one year,1,23.88,1
P14923,5,Home & Furniture,1,0,5.99,0,only one year,1,23.91,1
P29033,4,"Construction tools ,arts & Others",1,0,0,8.7,only one year,1,23.93,1
P27004,4,Electronics & Technology,1,0,9.99,0,only one year,1,24.09,1
P02754,5,Electronics & Technology,1,0,7.99,0,only one year,1,24.1,1
